Joke Submitter ID,Gender,Major,D23,D27,D14,D49,D102,D110,D113,D121,D111,D152,D98,D145,D180,D11,D10,D8,D7,D6,D5,D60,D61,D56,D57,D87,D94,D148,D25,D76,C26,D141,D19,D107,C48,C46,D96,D70,D69,C37,D20,D21,D16,C84,D44,C23,C39,C25,C36,C40,D44,C49,C35,C53,C57,C22,C27,C86,D83,D90,D92,D100,D103,C70,C47,C32,C33,D188,D173,D88,D62,D54,C91,D98,C78,C80,C95,C104,C105,C77,C52,C29,C99,D166,C75,D127,D125,D93,C82,C68,D181,C31,D153,D174,C88,C89,C90,C92,C97,C61,C45,C102,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,D2 ,D3 ,D4,D13,D17,D28,D29,D30,D31,D32,D33,D34,D35,D36,C76,C74,D37,D38,D39,D40,D41,D42,D64,D65,D67,D68,D77,D78,D79,D80,D81,D82,D83,D84,D85,D86,D130,D132,D133,D135,D136,D138,D139,D152,D154,D156,D180,D182,D185,D186
Other,6,,2.500,2.833,2.600,2.500,3.167,2.833,2.833,3.167,2.667,2.167,2.833,3.000,2.167,2.167,2.167,2.833,3.500,3.167,3.167,2.833,2.333,3.000,,2.500,2.333,3.000,2.833,3.000,2.500,3.000,2.667,2.667,3.000,3.167,3.167,3.000,3.167,3.333,2.000,2.500,2.167,1.500,2.500,3.000,2.667,2.000,2.667,1.833,3.167,2.667,1.667,2.167,3.000,3.167,3.000,3.667,,2.333,2.167,3.167,3.333,3.167,2.667,2.833,2.833,2.667,2.667,2.833,3.167,3.167,,2.500,3.000,2.333,2.500,3.200,3.333,1.667,2.500,2.667,2.000,1.667,2.333,2.833,3.000,2.167,2.833,3.000,3.167,3.000,2.833,2.500,3.000,3.167,3.167,2.833,2.667,2.500,3.333,2.667,3.167,2.000,2.833,2.500,2.833,2.667,2.833,2.667,3.500,2.833,3.167,2.667,2.833,,2.000,2.833,2.667,2.333,2.833,3.333,2.833,2.667,3.000,2.833,2.667,3.000,3.000,3.000,2.500,2.833,3.000,2.000,2.333,2.667,3.000,3.167,2.667,3.000,2.667,2.500,1.500,3.167,3.500,3.333,2.833,3.000,2.833,2.833,2.600,2.167,2.833,1.333,2.333,2.500,2.833,3.167,2.667,3.167,3.667,2.167,3.000,2.333,2.500,3.333,3.000,3.000,2.667,2.833,2.833,3.333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gender,Count,Total Variance,Variance Per Joke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,80,1.563,1.261,1.984,1.378,1.336,1.756,1.212,1.526,1.358,1.566,1.172,1.445,1.300,1.433,1.512,1.557,1.703,1.564,1.725,1.295,1.867,1.388,1.610,,1.625,1.222,1.520,1.589,1.568,1.370,1.837,1.595,1.459,1.284,1.738,1.690,1.907,1.910,1.827,1.490,1.449,1.531,1.759,1.506,1.923,1.833,1.402,1.485,1.614,1.999,1.881,1.447,1.487,1.371,1.585,1.673,1.929,,1.289,1.490,1.327,1.296,1.883,1.498,1.411,1.352,1.667,1.964,1.307,1.537,1.562,,1.392,1.958,1.365,2.269,1.470,1.983,1.342,1.259,1.452,1.484,1.888,1.326,1.863,1.368,1.522,1.427,1.679,1.459,1.865,1.664,1.892,1.419,1.781,1.437,1.814,1.816,1.690,2.042,1.250,1.672,2.210,2.217,1.532,1.275,1.781,2.031,1.441,1.813,1.712,1.671,1.737,1.427,,1.535,1.972,1.511,1.643,1.418,1.631,1.842,1.706,1.435,1.715,1.962,1.287,1.619,1.822,1.339,1.479,1.531,1.544,1.367,1.607,1.418,2.334,1.513,1.633,2.038,1.652,1.616,1.352,1.447,1.543,1.621,1.636,1.598,1.436,1.819,1.498,1.810,1.936,1.501,1.445,1.745,1.522,1.656,1.599,1.742,1.818,1.644,1.744,1.725,1.525,1.500,1.262,1.518,1.182,1.495,1.459
Female,17,1.537,1.996,1.121,1.543,1.716,1.733,1.184,2.561,1.227,0.809,1.496,1.266,1.716,1.227,1.359,1.529,1.707,1.849,1.972,0.871,1.813,0.840,1.582,,1.049,2.062,1.359,1.965,1.734,2.014,0.734,2.250,1.500,1.188,1.662,1.109,1.434,2.371,1.246,1.289,1.059,1.590,1.449,1.000,1.543,1.040,1.627,1.688,1.529,2.250,2.027,1.893,1.734,1.316,1.734,1.871,0.809,,1.309,1.040,1.059,1.234,2.109,0.916,2.027,1.129,1.227,2.109,2.090,2.184,1.200,,1.465,1.438,1.516,2.116,1.849,2.462,2.125,1.734,1.449,1.266,1.484,1.500,1.662,1.309,0.996,0.996,1.440,1.262,1.121,1.707,1.262,2.761,1.493,1.215,1.750,1.758,2.014,1.746,0.965,1.529,2.329,2.196,1.559,1.027,1.559,1.585,1.675,1.600,2.196,1.984,1.375,1.449,,1.496,1.734,2.240,1.582,1.449,2.496,1.563,2.427,2.400,1.590,1.750,1.307,1.688,1.121,1.590,1.063,1.529,0.622,1.402,2.061,1.849,2.109,0.960,1.557,1.849,1.875,1.772,1.246,1.234,0.916,1.734,1.654,1.652,1.688,1.559,1.733,1.559,1.246,1.313,1.662,1.129,2.249,1.934,0.800,2.462,1.434,1.688,1.715,1.467,1.625,1.734,1.840,1.582,1.067,1.215,1.307
Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Science/CSE,76,1.613,1.395,2.045,1.462,1.414,1.766,1.191,1.796,1.387,1.444,1.223,1.458,1.354,1.405,1.775,1.596,1.776,1.679,1.800,1.217,1.883,1.229,1.666,,1.531,1.354,1.549,1.586,1.602,1.574,1.757,1.729,1.526,1.461,1.770,1.681,1.916,2.016,1.768,1.595,1.438,1.663,1.738,1.489,2.049,1.866,1.413,1.820,1.681,1.968,1.903,1.556,1.387,1.430,1.756,1.725,2.012,,1.309,1.500,1.389,1.250,2.002,1.563,1.487,1.303,1.614,2.016,1.596,1.667,1.563,,1.442,1.881,1.418,2.453,1.476,2.222,1.508,1.444,1.351,1.447,1.934,1.537,1.877,1.384,1.567,1.463,1.574,1.546,1.587,1.748,1.983,1.669,1.886,1.460,1.825,1.907,1.785,1.943,1.215,1.487,2.355,2.169,1.618,1.300,1.734,2.050,1.628,1.828,1.887,1.665,1.725,1.379,,1.436,1.967,1.729,1.755,1.576,1.846,1.800,1.829,1.531,1.762,1.836,1.404,1.788,1.871,1.496,1.562,1.512,1.250,1.327,1.681,1.456,2.312,1.562,1.744,2.083,1.849,1.707,1.439,1.436,1.516,1.672,1.748,1.683,1.406,1.895,1.578,1.855,1.954,1.574,1.498,1.880,1.762,1.681,1.553,1.844,1.919,1.731,1.810,1.880,1.573,1.500,1.492,1.487,1.190,1.569,1.447
Statistics,11,1.422,1.719,0.694,1.140,0.890,1.640,1.640,2.512,1.240,1.289,1.322,1.339,1.960,1.650,2.560,1.490,2.000,0.800,1.174,0.793,0.562,1.421,1.210,,0.800,2.000,1.785,2.149,1.289,1.157,1.174,1.174,1.960,1.090,1.890,1.339,1.810,2.446,1.355,1.960,1.240,1.421,1.400,1.289,0.876,1.010,1.850,1.901,0.248,2.450,1.760,1.690,2.413,1.210,2.160,1.868,0.959,,1.355,0.760,0.840,0.975,2.040,0.810,2.066,1.360,1.490,1.640,0.777,2.000,0.760,,1.471,2.050,1.339,1.210,2.360,1.690,1.901,0.876,2.450,1.686,1.157,0.690,1.890,0.777,0.490,0.840,1.360,0.840,2.413,0.490,1.640,2.198,0.800,1.421,2.050,1.785,1.355,1.901,0.231,2.240,1.410,2.600,1.537,0.909,2.149,1.600,0.694,2.040,1.760,1.868,1.440,1.840,,1.967,1.504,2.210,1.160,0.610,0.413,1.850,0.640,1.760,1.471,2.264,0.610,1.107,0.840,0.992,1.157,2.400,1.610,2.090,1.440,0.793,2.909,1.200,0.909,1.610,1.107,1.521,1.471,1.322,1.410,1.686,1.421,1.504,1.818,1.273,1.360,1.835,1.240,1.504,1.240,0.760,1.240,1.760,1.010,1.521,1.537,1.490,1.471,1.610,1.240,2.210,1.471,1.050,1.210,0.628,1.810
Math,2,0.596,0.000,0.000,1.000,1.000,1.000,0.250,0.250,1.000,1.000,0.000,0.250,0.000,0.250,0.250,0.000,0.000,0.250,0.250,0.250,0.250,1.000,0.000,,4.000,0.000,0.000,2.250,0.000,1.000,1.000,2.250,0.000,1.000,1.000,0.250,0.000,0.250,1.000,0.250,0.250,0.000,0.250,0.250,1.000,0.250,2.250,0.250,0.250,0.250,1.000,2.250,1.000,0.250,0.000,0.000,2.250,,0.000,0.250,0.000,0.250,0.000,1.000,2.250,2.250,0.250,0.250,1.000,0.000,2.250,,1.000,1.000,0.250,0.250,0.250,0.250,1.000,0.250,1.000,0.000,2.250,0.250,0.250,1.000,1.000,0.250,1.000,0.250,0.250,0.000,0.000,0.000,0.250,0.250,0.250,0.250,0.250,0.250,0.000,2.250,0.250,0.000,0.250,0.000,1.000,0.250,0.000,0.250,0.250,1.000,0.250,0.250,,1.000,0.000,0.250,0.250,0.250,0.000,1.000,2.250,2.250,1.000,0.000,1.000,0.250,1.000,1.000,0.250,0.000,1.000,0.250,1.000,0.250,1.000,0.250,1.000,1.000,1.000,1.000,0.250,0.000,0.000,0.250,2.250,1.000,0.000,1.000,1.000,0.000,0.250,0.000,1.000,2.250,1.000,2.250,0.250,0.250,1.000,0.250,1.000,1.000,0.250,0.250,0.250,0.250,0.250,0.000,1.000
Physics,2,0.309,0.250,0.250,1.000,0.000,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.000,0.250,0.000,0.000,0.250,0.250,0.000,0.250,0.250,1.000,0.000,,0.000,0.250,0.000,0.250,0.250,0.000,0.000,0.000,0.250,0.000,0.250,0.000,0.000,0.250,0.000,0.000,1.000,1.000,2.250,0.000,0.000,0.250,0.250,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,,0.250,0.000,0.250,0.000,0.250,1.000,0.000,0.000,0.000,0.250,0.000,0.250,0.250,,0.000,0.000,0.250,0.250,0.000,1.000,0.000,0.000,0.250,0.250,0.250,0.250,0.000,0.000,0.000,0.250,0.000,0.250,0.000,0.000,0.000,0.250,0.250,0.000,1.000,0.250,0.000,0.000,1.000,2.250,0.000,0.000,0.000,0.250,0.000,2.250,1.000,0.000,0.000,0.000,0.250,0.250,,0.000,1.000,0.000,0.250,0.250,1.000,1.000,0.250,0.250,0.000,0.250,0.250,0.000,0.250,0.250,0.250,0.000,4.000,0.250,0.000,0.000,0.250,0.000,0.000,0.250,0.250,0.250,0.000,0.000,1.000,0.250,0.000,0.000,1.000,0.250,0.250,1.000,1.000,0.250,1.000,1.000,0.250,0.000,1.000,0.250,0.000,0.000,0.000,1.000,0.250,0.000,0.250,1.000,0.250,0.250,0.250
Other,6,1.723,1.583,1.806,1.040,2.250,2.806,2.806,1.806,1.806,1.889,1.139,1.472,2.000,0.472,1.472,1.139,2.472,2.250,2.472,2.806,2.139,1.556,2.000,,1.917,0.889,2.000,2.139,1.667,1.917,1.333,0.889,1.556,1.000,1.139,1.806,2.333,2.472,2.222,1.333,2.250,1.139,0.583,1.583,2.000,1.556,0.667,2.222,0.806,2.806,1.889,1.222,1.139,2.000,1.806,3.000,1.889,,1.222,1.139,1.139,2.222,1.472,1.222,1.806,1.139,2.222,1.889,1.139,1.472,2.472,,1.250,1.667,2.222,2.583,1.360,1.556,0.556,2.250,1.889,1.333,0.556,1.222,2.472,2.333,1.806,2.472,1.667,1.139,2.333,1.139,1.583,2.000,3.472,1.806,1.472,1.556,1.250,2.889,1.889,2.806,2.000,3.472,0.917,1.806,2.222,1.806,2.222,1.250,2.472,1.806,2.222,1.806,,1.333,2.806,2.222,0.889,1.806,3.222,1.806,3.222,1.333,1.806,3.222,2.000,1.333,2.333,0.917,2.139,2.000,1.000,1.222,1.556,2.333,2.806,1.556,2.000,2.889,1.250,0.250,1.139,1.250,1.222,2.472,2.000,1.139,1.806,1.440,1.139,1.139,0.222,1.222,1.250,1.806,1.139,2.222,1.472,2.556,0.806,3.000,1.222,1.583,1.556,1.333,2.333,2.222,1.139,2.139,2.222
